Chainage,Distance(m),UTM_X,UTM_Y,RL,Remarks,Bank
3100,143,792799,2488707,-16.99,Bathy, 
3100,148,792798,2488701,-16.91,Bathy, 
3100,152,792797,2488697,-16.96,Bathy, 
3100,156,792797,2488693,-16.98,Bathy, 
3100,158,792796,2488691,-16.93,Bathy, 
3100,161,792794,2488689,-16.91,Bathy, 
3100,164,792791,2488687,-17.03,Bathy, 
3100,167,792788,2488685,-17.32,Bathy, 
3100,171,792786,2488682,-17.57,Bathy, 
3100,175,792782,2488679,-17.79,Bathy, 
3100,179,792780,2488676,-17.8,Bathy, 
3100,183,792778,2488673,-17.93,Bathy, 
3100,187,792776,2488669,-18.19,Bathy, 
3100,191,792774,2488665,-18.42,Bathy, 
3100,196,792773,2488660,-18.65,Bathy, 
3100,200,792772,2488656,-18.77,Bathy, 
3100,206,792768,2488652,-18.76,Bathy, 
3100,210,792765,2488649,-19.09,Bathy, 
3100,215,792762,2488645,-19.2,Bathy, 
3100,220,792759,2488641,-18.97,Bathy, 
3100,226,792756,2488636,-17.74,Bathy, 
3100,231,792754,2488631,-16.35,Bathy, 
,,,,,,
3200,0,792805,2488904,2.801,Land,Bank
3200,4,792803,2488900,3.051,Land, 
3200,7,792802,2488898,2.481,Land, 
3200,10,792800,2488895,2.211,RBT, 
3200,13,792799,2488893,2.071,Slope, 
3200,15,792798,2488891,1.891,Slope, 
3200,17,792796,2488889,1.781,Slope, 
3200,19,792795,2488888,1.597,Slope, 
3200,20,792795,2488887,1.233,WL, 
3200,21,792794,2488886,0.733,Sounding, 
3200,22,792794,2488885,0.543,Sounding, 
3200,23,792793,2488884,0.323,Sounding, 
3200,23,792793,2488884,-0.107,Sounding, 
3200,25,792792,2488883,-0.567,Sounding, 
3200,29,792800,2488875,-0.61,Bathy, 
3200,30,792798,2488875,-1.6,Bathy, 
3200,32,792798,2488873,-1.91,Bathy, 
3200,34,792796,2488871,-3.27,Bathy, 
3200,36,792794,2488870,-4.55,Bathy, 
3200,38,792793,2488868,-5.61,Bathy, 
3200,41,792791,2488865,-6.62,Bathy, 
3200,44,792789,2488863,-7.61,Bathy, 
3200,46,792788,2488861,-9.09,Bathy, 
3200,50,792786,2488858,-10.29,Bathy, 
3200,53,792784,2488855,-11.28,Bathy, 
3200,56,792783,2488852,-11.87,Bathy, 
3200,60,792781,2488849,-12.68,Bathy, 
3200,64,792779,2488846,-13.42,Bathy, 
3200,67,792778,2488843,-13.75,Bathy, 
3200,70,792776,2488840,-14.22,Bathy, 
3200,73,792774,2488838,-14.12,Bathy, 
3200,76,792771,2488836,-14.15,Bathy, 
3200,80,792768,2488833,-14.2,Bathy, 
3200,86,792765,2488828,-14.22,Bathy, 
3200,90,792762,2488825,-14.41,Bathy, 
3200,95,792759,2488821,-14.62,Bathy, 
3200,99,792757,2488817,-14.77,Bathy, 
3200,104,792755,2488813,-14.89,Bathy, 
3200,109,792752,2488809,-15.02,Bathy, 
3200,114,792749,2488805,-15.52,Bathy, 
3200,120,792746,2488799,-15.74,Bathy, 
3200,125,792743,2488795,-15.75,Bathy, 
3200,129,792741,2488792,-15.98,Bathy, 
3200,133,792739,2488788,-16.3,Bathy, 
3200,137,792738,2488784,-16.82,Bathy, 
3200,142,792735,2488781,-17.62,Bathy, 
3200,145,792733,2488778,-18.58,Bathy, 
3200,150,792730,2488774,-19.53,Bathy, 
3200,154,792727,2488771,-21.22,Bathy, 
3200,159,792723,2488768,-21.4,Bathy, 
3200,162,792721,2488765,-21.54,Bathy, 
3200,167,792719,2488761,-19.88,Bathy, 
3200,170,792717,2488758,-17.25,Bathy, 
3200,176,792713,2488754,-15.3,Bathy, 
3200,181,792711,2488749,-15.24,Bathy, 
3200,186,792709,2488745,-15.15,Bathy, 
3200,190,792706,2488742,-15.12,Bathy, 
3200,194,792704,2488738,-15.05,Bathy, 
3200,199,792702,2488734,-14.94,Bathy, 
3200,203,792699,2488731,-14.81,Bathy, 
3200,207,792696,2488728,-14.87,Bathy, 
3200,212,792693,2488724,-15,Bathy, 
3200,216,792691,2488721,-15.06,Bathy, 
3200,221,792688,2488717,-14.95,Bathy, 
3200,225,792685,2488714,-15.06,Bathy, 
3200,230,792682,2488710,-15.18,Bathy, 
3200,236,792679,2488705,-14.93,Bathy, 
3200,240,792675,2488702,-14.36,Bathy, 
3200,244,792672,2488700,-14.13,Bathy, 
3200,247,792670,2488697,-13.94,Bathy, 
3200,251,792667,2488694,-13.77,Bathy, 
3200,254,792667,2488691,-13.48,Bathy, 
3200,258,792667,2488686,-13.46,Bathy, 
3200,261,792669,2488681,-13.18,Bathy, 
,,,,,,
3300,0,792747,2488974,3.644,Land,Bank
3300,3,792745,2488972,3.724,Land, 
3300,5,792744,2488970,3.904,Land, 
3300,7,792743,2488968,3.344,Land, 
3300,10,792741,2488966,2.854,Land, 
3300,12,792740,2488964,2.994,Land, 
3300,14,792739,2488962,1.754,Land, 
3300,14,792739,2488962,1.954,Land, 
3300,17,792738,2488960,2.456,RBT, 
3300,19,792736,2488958,1.694,Slope, 
3300,20,792736,2488957,1.288,WL, 
3300,21,792735,2488957,0.848,Sounding, 
3300,22,792735,2488956,0.588,Sounding, 
3300,23,792734,2488955,0.338,Sounding, 
3300,24,792734,2488954,0.088,Sounding, 
3300,25,792733,2488953,-0.192,Sounding, 
3300,33,792732,2488945,-6.57,Bathy, 
3300,35,792729,2488944,-7.76,Bathy, 
3300,37,792726,2488943,-8.91,Bathy, 
3300,40,792723,2488942,-10.37,Bathy, 
3300,43,792718,2488942,-11.12,Bathy, 
3300,47,792714,2488941,-10.76,Bathy, 
3300,49,792711,2488941,-11.67,Bathy, 
3300,52,792709,2488938,-12.39,Bathy, 
3300,56,792707,2488935,-13.04,Bathy, 
3300,59,792706,2488932,-13.5,Bathy, 
3300,62,792704,2488930,-13.78,Bathy, 
3300,63,792704,2488928,-14.02,Bathy, 
3300,66,792703,2488925,-14.2,Bathy, 
3300,69,792702,2488922,-14.6,Bathy, 
3300,72,792701,2488919,-14.77,Bathy, 
3300,75,792699,2488916,-15.02,Bathy, 
3300,79,792697,2488913,-15.01,Bathy, 
3300,83,792696,2488909,-14.69,Bathy, 
3300,86,792695,2488905,-14.64,Bathy, 
3300,90,792693,2488902,-14.67,Bathy, 
3300,93,792692,2488899,-14.7,Bathy, 
3300,98,792689,2488895,-14.72,Bathy, 
3300,102,792686,2488892,-14.76,Bathy, 
3300,106,792684,2488889,-14.6,Bathy, 
3300,109,792682,2488886,-14.56,Bathy, 
3300,113,792680,2488883,-14.63,Bathy, 
3300,117,792678,2488880,-14.72,Bathy, 
3300,120,792675,2488878,-14.61,Bathy, 
3300,125,792671,2488875,-14.61,Bathy, 
3300,130,792667,2488872,-14.59,Bathy, 
3300,133,792664,2488870,-14.6,Bathy, 
3300,136,792661,2488868,-14.66,Bathy, 
3300,140,792657,2488867,-14.53,Bathy, 
3300,142,792655,2488866,-14.55,Bathy, 
3300,143,792653,2488866,-14.53,Bathy, 
3300,145,792651,2488865,-14.54,Bathy, 
3300,149,792650,2488861,-14.51,Bathy, 
3300,152,792648,2488859,-14.53,Bathy, 
3300,156,792646,2488855,-14.56,Bathy, 
3300,159,792645,2488852,-14.56,Bathy, 
3300,161,792645,2488849,-14.66,Bathy, 
3300,165,792644,2488845,-14.68,Bathy, 
3300,169,792642,2488841,-15.04,Bathy, 
3300,173,792641,2488837,-15.46,Bathy, 
3300,178,792639,2488832,-15.95,Bathy, 
3300,181,792638,2488829,-16.02,Bathy, 
3300,184,792639,2488825,-15.98,Bathy, 
3300,189,792637,2488820,-15.34,Bathy, 
3300,192,792636,2488817,-14.88,Bathy, 
3300,196,792633,2488814,-14.15,Bathy, 
3300,201,792632,2488809,-13.9,Bathy, 
3300,206,792630,2488805,-13.68,Bathy, 
3300,209,792628,2488802,-13.58,Bathy, 
3300,214,792626,2488798,-13.49,Bathy, 
3300,218,792623,2488795,-13.34,Bathy, 
3300,222,792621,2488791,-13.25,Bathy, 
3300,226,792618,2488788,-13.38,Bathy, 
3300,231,792615,2488785,-13.84,Bathy, 
3300,236,792612,2488781,-12.99,Bathy, 
3300,240,792609,2488778,-12.46,Bathy, 
3300,242,792609,2488775,-12.35,Bathy, 
3300,245,792609,2488771,-12.34,Bathy, 
3300,249,792607,2488768,-12.84,Bathy, 
3300,253,792606,2488764,-13.5,Bathy, 
3300,256,792603,2488762,-13.11,Bathy, 
3300,259,792601,2488760,-12.5,Bathy, 
3300,262,792598,2488758,-11.44,Bathy, 
3300,266,792595,2488756,-11.18,Bathy, 
3300,269,792592,2488754,-10.85,Bathy, 
3300,272,792590,2488752,-10.58,Bathy, 
3300,274,792588,2488751,-10.31,Bathy, 
3300,277,792585,2488749,-9.95,Bathy, 
3300,280,792583,2488747,-9.88,Bathy, 
,,,,,,
3400,0,792696,2489065,2.552,Land,Bank
3400,5,792693,2489061,2.682,Land, 
3400,7,792692,2489059,3.002,Land, 
3400,10,792690,2489057,2.102,Land, 
3400,12,792689,2489055,3.992,Land, 
3400,14,792688,2489053,3.982,Land, 
3400,18,792686,2489050,3.602,RBT, 
3400,19,792685,2489050,2.082,Slope, 
3400,19,792685,2489049,1.32,WL, 
3400,21,792684,2489048,1.04,Sounding, 
3400,22,792684,2489047,0.86,Sounding, 
3400,23,792683,2489046,0.5,Sounding, 
3400,24,792682,2489045,0.37,Sounding, 
3400,24,792682,2489045,-0.18,Sounding, 
3400,26,792681,2489044,-0.78,Sounding, 
3400,35,792686,2489031,-2.13,Bathy, 
3400,36,792685,2489031,-4.38,Bathy, 
3400,36,792684,2489031,-2.76,Bathy, 
3400,38,792683,2489029,-5.49,Bathy, 
3400,41,792681,2489027,-7,Bathy, 
3400,44,792679,2489024,-7.86,Bathy, 
3400,48,792677,2489021,-8.8,Bathy, 
3400,51,792675,2489018,-10.12,Bathy, 
3400,55,792672,2489015,-11.43,Bathy, 
3400,60,792671,2489011,-11.89,Bathy, 
3400,63,792669,2489008,-12.27,Bathy, 
3400,66,792666,2489006,-12.17,Bathy, 
3400,70,792663,2489003,-11.83,Bathy, 
3400,75,792659,2489000,-12.05,Bathy, 
3400,80,792656,2488996,-11.97,Bathy, 
3400,85,792653,2488992,-12.31,Bathy, 
3400,90,792650,2488988,-12.57,Bathy, 
3400,95,792647,2488984,-12.66,Bathy, 
3400,99,792645,2488980,-12.83,Bathy, 
3400,104,792642,2488976,-13.07,Bathy, 
3400,109,792639,2488972,-13.25,Bathy, 
3400,113,792637,2488969,-13.64,Bathy, 
3400,118,792633,2488965,-13.68,Bathy, 
3400,123,792631,2488961,-13.39,Bathy, 
3400,128,792628,2488957,-13.23,Bathy, 
3400,133,792625,2488952,-13.15,Bathy, 
3400,139,792621,2488948,-13.19,Bathy, 
3400,145,792618,2488943,-13.12,Bathy, 
3400,149,792616,2488939,-13.23,Bathy, 
3400,155,792614,2488933,-13.28,Bathy, 
3400,163,792610,2488927,-13.42,Bathy, 
3400,171,792606,2488920,-13.17,Bathy, 
3400,176,792603,2488916,-12.77,Bathy, 
3400,181,792599,2488912,-12.57,Bathy, 
3400,187,792596,2488907,-12.31,Bathy, 
3400,193,792592,2488903,-12.15,Bathy, 
3400,198,792588,2488899,-12.13,Bathy, 
3400,204,792583,2488895,-12.06,Bathy, 
3400,210,792579,2488891,-12.12,Bathy, 
3400,216,792575,2488886,-12.19,Bathy, 
3400,221,792572,2488882,-12.18,Bathy, 
3400,227,792568,2488877,-12.12,Bathy, 
3400,233,792564,2488873,-12.12,Bathy, 
3400,239,792561,2488868,-12.14,Bathy, 
3400,244,792558,2488864,-12.06,Bathy, 
3400,248,792556,2488860,-12.11,Bathy, 
3400,254,792553,2488855,-12.38,Bathy, 
3400,257,792552,2488852,-12.8,Bathy, 
3400,262,792550,2488848,-12.76,Bathy, 
3400,267,792547,2488844,-12.93,Bathy, 
3400,270,792543,2488842,-12.73,Bathy, 
3400,274,792540,2488840,-12.72,Bathy, 
3400,278,792537,2488837,-12.65,Bathy, 
3400,283,792533,2488834,-11.76,Bathy, 
3400,287,792530,2488831,-9.44,Bathy, 
3400,292,792529,2488826,-8.86,Bathy, 
3400,296,792525,2488823,-9.08,Bathy, 
3400,300,792521,2488821,-8.67,Bathy, 
3400,302,792519,2488820,-8.24,Bathy, 
3400,306,792515,2488818,-8.73,Bathy, 
3400,310,792512,2488815,-8.55,Bathy, 
3400,314,792508,2488814,-8.34,Bathy, 
3400,316,792506,2488813,-8.17,Bathy, 
3400,318,792504,2488811,-8.05,Bathy, 
3400,321,792503,2488809,-7.91,Bathy, 
3400,323,792500,2488808,-7.3,Bathy, 
3400,326,792499,2488805,-7.63,Bathy, 
3400,330,792498,2488801,-7.35,Bathy, 
3400,333,792498,2488797,-7.36,Bathy, 
3400,336,792498,2488794,-7.21,Bathy, 
3400,339,792498,2488790,-7.06,Bathy, 
3400,342,792499,2488785,-7.01,Bathy, 
3400,345,792500,2488781,-6.87,Bathy, 
3400,348,792501,2488777,-6.9,Bathy, 
3400,351,792502,2488773,-6.87,Bathy, 
,,,,,,
3500,0,792648,2489160,2.08,Land,Bank
3500,3,792646,2489158,2.29,Land, 
3500,5,792645,2489156,2.278,Land, 
3500,9,792643,2489153,2.26,Land, 
3500,10,792642,2489152,2.27,Land, 
3500,12,792641,2489150,2.34,RBT, 
3500,14,792640,2489149,1.7,Slope, 
3500,15,792639,2489148,1.506,WL, 
3500,16,792639,2489147,1.006,Sounding, 
3500,17,792638,2489146,0.726,Sounding, 
3500,20,792636,2489144,0.556,Sounding, 
3500,22,792635,2489142,0.326,Sounding, 
3500,25,792633,2489140,-0.434,Sounding, 
3500,40,792618,2489134,-8.04,Bathy, 
3500,41,792616,2489134,-8.74,Bathy, 
3500,43,792615,2489133,-9.28,Bathy, 
3500,45,792613,2489132,-9.39,Bathy, 
3500,47,792611,2489131,-9.41,Bathy, 
3500,49,792609,2489130,-9.66,Bathy, 
3500,53,792606,2489127,-9.85,Bathy, 
3500,56,792604,2489125,-9.99,Bathy, 
3500,57,792605,2489122,-10.12,Bathy, 
3500,62,792604,2489117,-10.24,Bathy, 
3500,65,792602,2489114,-10.37,Bathy, 
3500,69,792600,2489111,-10.6,Bathy, 
3500,71,792598,2489109,-10.52,Bathy, 
3500,74,792596,2489107,-10.77,Bathy, 
3500,78,792594,2489104,-10.65,Bathy, 
3500,81,792592,2489101,-10.58,Bathy, 
3500,84,792590,2489099,-10.5,Bathy, 
3500,88,792589,2489095,-10.49,Bathy, 
3500,91,792587,2489093,-10.48,Bathy, 
3500,93,792585,2489091,-10.49,Bathy, 
3500,97,792583,2489088,-10.49,Bathy, 
3500,100,792582,2489085,-10.5,Bathy, 
3500,102,792580,2489084,-10.5,Bathy, 
3500,103,792580,2489082,-10.52,Bathy, 
3500,106,792578,2489080,-10.48,Bathy, 
3500,108,792577,2489078,-10.53,Bathy, 
3500,110,792576,2489077,-10.46,Bathy, 
3500,111,792576,2489075,-10.43,Bathy, 
3500,113,792574,2489075,-10.47,Bathy, 
3500,115,792571,2489074,-10.5,Bathy, 
3500,120,792567,2489071,-10.46,Bathy, 
3500,124,792566,2489067,-10.41,Bathy, 
3500,126,792565,2489065,-10.43,Bathy, 
3500,126,792565,2489065,-10.37,Bathy, 
3500,128,792565,2489063,-10.42,Bathy, 
3500,129,792566,2489061,-10.5,Bathy, 
3500,131,792566,2489058,-10.53,Bathy, 
3500,134,792564,2489056,-10.56,Bathy, 
3500,139,792560,2489053,-10.59,Bathy, 
3500,144,792555,2489050,-10.56,Bathy, 
3500,148,792552,2489047,-10.52,Bathy, 
3500,153,792549,2489044,-10.52,Bathy, 
3500,157,792546,2489041,-10.54,Bathy, 
3500,160,792544,2489038,-10.52,Bathy, 
3500,163,792544,2489035,-10.6,Bathy, 
3500,165,792544,2489032,-10.62,Bathy, 
3500,169,792544,2489027,-10.66,Bathy, 
3500,171,792544,2489024,-10.69,Bathy, 
3500,172,792546,2489021,-10.68,Bathy, 
3500,176,792545,2489017,-10.65,Bathy, 
3500,181,792542,2489013,-10.61,Bathy, 
3500,185,792539,2489010,-10.57,Bathy, 
3500,189,792537,2489007,-10.49,Bathy, 
3500,193,792535,2489003,-10.41,Bathy, 
3500,198,792532,2489000,-10.33,Bathy, 
3500,202,792528,2488998,-10.21,Bathy, 
3500,207,792525,2488994,-10.16,Bathy, 
3500,211,792523,2488990,-10.08,Bathy, 
3500,216,792520,2488986,-10.08,Bathy, 
3500,220,792517,2488983,-10.03,Bathy, 
3500,226,792514,2488978,-9.99,Bathy, 
3500,232,792510,2488974,-9.93,Bathy, 
3500,237,792507,2488969,-9.87,Bathy, 
3500,242,792505,2488965,-9.8,Bathy, 
3500,246,792503,2488961,-9.77,Bathy, 
3500,253,792500,2488955,-9.72,Bathy, 
3500,257,792498,2488951,-9.7,Bathy, 
3500,262,792495,2488947,-9.72,Bathy, 
3500,267,792492,2488943,-9.73,Bathy, 
3500,272,792489,2488939,-9.74,Bathy, 
3500,277,792486,2488935,-9.73,Bathy, 
3500,283,792483,2488930,-9.76,Bathy, 
3500,289,792479,2488926,-9.81,Bathy, 
3500,294,792476,2488922,-9.88,Bathy, 
3500,299,792473,2488918,-10.02,Bathy, 
3500,305,792469,2488913,-10.21,Bathy, 
3500,311,792465,2488909,-10.97,Bathy, 
3500,316,792462,2488904,-11.71,Bathy, 
3500,322,792459,2488899,-12.05,Bathy, 
3500,328,792455,2488895,-11.88,Bathy, 
3500,334,792452,2488890,-9.71,Bathy, 
3500,339,792449,2488886,-7.36,Bathy, 
3500,344,792446,2488881,-7.16,Bathy, 
3500,350,792442,2488877,-7.07,Bathy, 
3500,355,792439,2488873,-6.69,Bathy, 
3500,361,792436,2488868,-6.66,Bathy, 
3500,367,792433,2488863,-6.54,Bathy, 
3500,372,792430,2488859,-6.38,Bathy, 
3500,377,792426,2488855,-6.23,Bathy, 
3500,382,792423,2488851,-6.04,Bathy, 
,,,,,,
3600,0,792602,2489255,2.817,Land,Bank
3600,5,792599,2489251,2.827,Land, 
3600,8,792597,2489249,2.807,Land, 
3600,10,792596,2489247,2.777,Land, 
3600,13,792594,2489245,2.377,Land, 
3600,15,792593,2489243,2.407,Land, 
3600,18,792591,2489241,2.477,Land, 
3600,20,792590,2489239,2.467,RBT, 
3600,23,792588,2489237,1.887,Slope, 
3600,24,792588,2489236,2.417,Slope, 
3600,25,792587,2489235,1.566,WL, 
3600,26,792587,2489234,0.766,Sounding, 
3600,26,792586,2489234,0.626,Sounding, 
3600,28,792585,2489233,0.406,Sounding, 
3600,29,792585,2489232,0.226,Sounding, 
3600,34,792585,2489225,-0.86,Bathy, 
3600,36,792583,2489225,-1.62,Bathy, 
3600,38,792582,2489223,-3.02,Bathy, 
3600,41,792580,2489220,-3.64,Bathy, 
3600,45,792578,2489217,-5.01,Bathy, 
3600,47,792577,2489215,-6.67,Bathy, 
3600,50,792574,2489213,-8.42,Bathy, 
3600,55,792571,2489210,-8.63,Bathy, 
3600,57,792570,2489208,-9.82,Bathy, 
3600,61,792569,2489204,-9.95,Bathy, 
3600,64,792568,2489201,-9.88,Bathy, 
3600,69,792565,2489197,-9.93,Bathy, 
3600,74,792562,2489193,-10.04,Bathy, 
3600,78,792559,2489190,-10.19,Bathy, 
3600,83,792555,2489187,-10.54,Bathy, 
3600,87,792552,2489184,-9.46,Bathy, 
3600,92,792548,2489181,-9.36,Bathy, 
3600,96,792546,2489177,-9.25,Bathy, 
3600,102,792543,2489172,-9.22,Bathy, 
3600,106,792541,2489168,-9.2,Bathy, 
3600,112,792539,2489163,-9.19,Bathy, 
3600,117,792536,2489158,-9.17,Bathy, 
3600,122,792533,2489154,-9.16,Bathy, 
3600,126,792531,2489151,-9.15,Bathy, 
3600,131,792529,2489146,-9.13,Bathy, 
3600,137,792526,2489141,-9.11,Bathy, 
3600,143,792522,2489136,-9.09,Bathy, 
3600,148,792520,2489132,-9.07,Bathy, 
3600,154,792517,2489127,-9.05,Bathy, 
3600,160,792513,2489122,-8.95,Bathy, 
3600,166,792509,2489118,-8.97,Bathy, 
3600,170,792505,2489115,-8.92,Bathy, 
3600,177,792501,2489110,-8.83,Bathy, 
3600,183,792495,2489106,-8.78,Bathy, 
3600,188,792493,2489102,-8.74,Bathy, 
3600,194,792490,2489096,-8.76,Bathy, 
3600,202,792486,2489090,-8.78,Bathy, 
3600,208,792483,2489085,-8.82,Bathy, 
3600,214,792481,2489079,-8.88,Bathy, 
3600,219,792478,2489074,-8.88,Bathy, 
3600,226,792474,2489069,-8.89,Bathy, 
3600,231,792470,2489065,-8.88,Bathy, 
3600,238,792467,2489059,-8.86,Bathy, 
3600,244,792463,2489054,-8.9,Bathy, 
3600,251,792458,2489050,-8.98,Bathy, 
3600,256,792454,2489046,-8.98,Bathy, 
3600,262,792450,2489042,-8.89,Bathy, 
3600,267,792447,2489037,-8.79,Bathy, 
3600,273,792444,2489032,-8.8,Bathy, 
3600,280,792441,2489026,-8.81,Bathy, 
3600,286,792438,2489021,-8.81,Bathy, 
3600,292,792435,2489015,-8.82,Bathy, 
3600,297,792432,2489011,-8.82,Bathy, 
3600,304,792428,2489006,-8.82,Bathy, 
3600,310,792425,2489001,-8.82,Bathy, 
3600,314,792422,2488998,-8.77,Bathy, 
3600,319,792418,2488994,-8.6,Bathy, 
3600,324,792415,2488990,-8.43,Bathy, 
3600,330,792411,2488986,-8.25,Bathy, 
3600,335,792407,2488982,-8.08,Bathy, 
3600,342,792403,2488977,-7.91,Bathy, 
3600,346,792401,2488973,-7.54,Bathy, 
3600,351,792398,2488969,-7.62,Bathy, 
3600,357,792394,2488965,-7.46,Bathy, 
3600,363,792391,2488960,-7.33,Bathy, 
3600,368,792388,2488956,-6.88,Bathy, 
3600,372,792384,2488953,-6.93,Bathy, 
3600,379,792380,2488948,-6.82,Bathy, 
3600,384,792378,2488943,-6.72,Bathy, 
3600,389,792375,2488939,-6.63,Bathy, 
3600,395,792372,2488934,-6.52,Bathy, 
3600,402,792369,2488928,-6.45,Bathy, 
3600,407,792367,2488923,-6.36,Bathy, 
3600,412,792364,2488919,-6.1,Bathy, 
3600,417,792361,2488915,-6.01,Bathy, 
3600,422,792358,2488911,-5.82,Bathy, 
3600,426,792355,2488908,-5.66,Bathy, 
3600,431,792351,2488905,-5.28,Bathy, 
3600,435,792348,2488902,-4.75,Bathy, 
3600,441,792344,2488897,-5.19,Bathy, 
3600,447,792342,2488892,-4.92,Bathy, 
3600,452,792339,2488888,-4.85,Bathy, 
3600,457,792338,2488882,-4.63,Bathy, 
3600,461,792336,2488878,-4.41,Bathy, 
3600,466,792333,2488874,-4.38,Bathy, 
3600,471,792330,2488871,-4.21,Bathy, 
3600,476,792327,2488867,-3.88,Bathy, 
3600,480,792324,2488864,-4.13,Bathy, 
3600,483,792321,2488862,-3.84,Bathy, 
3600,490,792318,2488856,-3.33,Bathy, 
3600,495,792314,2488853,-3.23,Bathy, 
3600,499,792310,2488850,-3.25,Bathy, 
3600,505,792305,2488847,-2.98,Bathy, 
3600,509,792301,2488844,-2.9,Bathy, 
3600,514,792297,2488841,-2.81,Bathy, 
3600,518,792293,2488839,-2.68,Bathy, 
3600,523,792289,2488836,-2.61,Bathy, 
3600,529,792285,2488831,-2.47,Bathy, 
3600,532,792283,2488829,-2.05,Bathy, 
3600,536,792281,2488826,-2.12,Bathy, 
3600,539,792280,2488823,-1.92,Bathy, 
3600,542,792279,2488820,-1.77,Bathy, 
3600,544,792279,2488817,-1.63,Bathy, 
3600,547,792278,2488814,-1.52,Bathy, 
3600,548,792280,2488811,-1.4,Bathy, 
3600,549,792282,2488809,-1.29,Bathy, 
3600,549,792284,2488807,-1.23,Bathy, 
